,날짜,고구마가격,오이가격,평균기온,최고기온,최저기온,강수량,일조시간,일사량,습도,거래량(톤),고급휘발유,보통휘발유,자동차용경유,소비자물가,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
1156,2021.9.17,6065,9491,21.1675,24.543125,18.73625,98.79285714,3.683846154,9.882,82.80375,46.03833333,1876.38,1642.07,1436.52,2.4,3.1,3,1.7,0.7,2.7,2,3.1
1157,2021.9.23,6035,8577,20.7975,25.984375,16.631875,0,9.055625,18.46066667,70.800625,37.19833333,1876.71,1642.8,1437.21,2.4,3.1,3,1.7,0.7,2.7,2,3.1
1158,2021.9.24,6035,8519,20.428125,26.066875,15.426875,21.85,8.101875,17.04,76.384375,48.47333333,1878.18,1643.19,1437.73,2.4,3.1,3,1.7,0.7,2.7,2,3.1
1159,2021.9.27,6059,8308,21.140625,25.429375,17.845625,0.677777778,4.294375,13.51666667,74.335625,55.88833333,1879.63,1643.93,1438.49,2.4,3.1,3,1.7,0.7,2.7,2,3.1
1160,2021.9.28,6052,8060,21.4425,24.931875,18.9875,4.15,1.4325,9.260666667,81.505625,63.23166667,1880.6,1644.44,1439.03,2.4,3.1,3,1.7,0.7,2.7,2,3.1
1161,2021.9.29,6040,8067,21.7125,24.830625,19.405,94.2,1.679166667,5.697333333,93.523125,57.76166667,1881.53,1645.12,1439.76,2.4,3.1,3,1.7,0.7,2.7,2,3.1
1162,2021.9.30,5909,7244,21.125,26.593125,17.41375,26.4,7.39,16.39071429,84.218125,53.20833333,1882.12,1645.99,1440.85,2.4,3.1,3,1.7,0.7,2.7,2,3.1
1163,2021.10.1,5519,7128,20.829375,27.109375,16.34,10.56666667,8.929375,17.42066667,81.691875,49.89,1885.66,1648.21,1443.14,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1164,2021.10.5,5501,7117,23.1175,28.345,19.19875,46.6,7.89375,15.732,80.630625,34.4,1888.63,1652.92,1448.18,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1165,2021.10.6,5711,7145,21.095,25.2825,18.158125,36.97142857,5.68375,11.95866667,85.09875,33.27166667,1891.84,1656.81,1452.28,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1166,2021.10.7,5675,7969,19.06125,25.07,17.895625,11.21111111,4.942666667,10.49466667,85.3125,31.89666667,1895.49,1661.16,1456.8,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1167,2021.10.8,5695,8020,20.59,23.201875,18.660625,10.01666667,2.094545455,6.851333333,89.34125,31.06666667,1904.09,1667.13,1462.87,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1168,2021.10.12,5751,8072,17.14125,19.083125,15.635625,20.77692308,2.735714286,5.048,84.56375,26.84666667,1914.22,1685.07,1481.2,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1169,2021.10.13,5590,7931,18.97375,23.368125,15.55875,1.171428571,4.08,11.98642857,79.7725,25.54833333,1921.65,1693.57,1490.26,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1170,2021.10.14,5605,8053,19.78875,25.1175,15.865,0,7.906875,14.93466667,80.243125,23.60666667,1928.23,1700.95,1498.15,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1171,2021.10.15,5287,8058,18.896875,22.823125,16.14,35.49166667,2.766875,8.6,82.868125,22.17333333,1935,1709.17,1506.65,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1172,2021.10.18,5537,8262,9.806875,16.960625,2.5975,6.55,8.67375,16.13,62.3625,20.595,1944.88,1725.89,1523.77,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1173,2021.10.19,5530,8656,11.468125,17.15625,7.34125,16.03333333,6.189375,12.264,71.06625,17.49333333,1950.35,1732.45,1530.43,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1174,2021.10.20,5499,8944,9.785,15.981875,5.113125,2.75,7.695,14.67266667,69.683125,16.175,1957.08,1739.15,1537.28,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1175,2021.10.21,5723,10593,10.20625,16.089375,5.46875,3.016666667,6.888,12.266,75.286875,14.575,1961.29,1743.99,1542.25,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1176,2021.10.22,5701,10217,10.805625,17.0875,5.66,21.96666667,8.910625,15.17266667,66.8625,13.21333333,1965.56,1748.7,1547.04,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1177,2021.10.25,5701,10427,11.913125,18.97,6.6375,0,9.159375,15.23466667,71.20375,12.035,1974.34,1758.42,1556.69,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1178,2021.10.26,5701,10396,12.350625,19.32625,6.35,0,9.043125,14.27,71.0825,11.335,1977.99,1762.66,1560.93,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1179,2021.10.27,5693,10199,13.613125,19.9425,8.848125,7.3,8.639375,14.09133333,65.805,11.64,1984.51,1766.7,1564.79,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1180,2021.10.28,5687,13406,12.6425,20.104375,6.238125,0,9.430625,15.70333333,62.56875,12.34333333,1990.71,1770.89,1568.88,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1181,2021.10.29,5716,13497,13.505,19.829375,8.51625,0,7.8625,13.49066667,65.969375,12.60833333,1993.84,1774.44,1572.22,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1182,2021.11.1,5411,13503,13.469375,19.228125,9.340625,0,7.121875,11.82866667,73.46375,14.73833333,2003.03,1784.53,1582.01,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1183,2021.11.2,5391,13579,11.834375,17.455,7.55125,7.9,7.24125,12.26733333,72.66625,14.35,2005.13,1788.16,1585.36,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1184,2021.11.3,5384,13352,11.805,18.09125,6.684375,1.133333333,8.009375,13.14,72.593125,13.75,2008.6,1791.29,1588.34,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1185,2021.11.4,5277,12055,12.506875,19.18,7.60125,2.8,7.6575,11.728,74.081875,13.715,2014.46,1794.95,1591.63,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1186,2021.11.5,5283,11962,12.701875,19.599375,7.150625,0.2,6.55875,10.932,72.36125,15.776,2017.61,1797.95,1594.42,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1187,2021.11.8,5451,10872,10.81625,17.404375,6.580625,98.4125,0.718125,2.961333333,77.966875,13.52666667,2021.26,1805.18,1600.87,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1188,2021.11.9,5524,10651,7.666875,10.738125,5.2475,12.90769231,2.725333333,6.366666667,71.856875,11.94333333,2022.37,1807.47,1602.98,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1189,2021.11.10,5477,10942,6.96625,9.806875,4.2,18.16923077,2.745,6.492666667,74.79875,11.47,2023.68,1809.12,1604.52,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1190,2021.11.11,5503,11178,7.555625,11.588125,4.314375,7.609090909,5.011875,8.702,67.555625,11.29333333,2023.92,1810.16,1605.64,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1191,2021.11.12,5503,11223,6.3225,10.258125,3.053125,6.0875,6.08875,9.720666667,65.451875,10.83833333,1943.95,1767.74,1575.03,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1192,2021.11.15,5503,11380,9.7975,16.539375,4.9,0,7.81375,11.50866667,72.324375,9.956666667,1920.72,1724.87,1542.16,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1193,2021.11.16,5511,11507,9.03875,15.669375,4.449375,0,8.169375,11.39,65.4825,10.694,1914.06,1711.92,1531.96,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1194,2021.11.17,5511,11656,8.395625,14.7925,2.54375,0,8.364375,12.09,63.549375,10.624,1909.54,1704.62,1526.24,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1195,2021.11.18,5462,12213,10.735625,16.87125,5.055,0.8,6.52,9.506666667,71.041875,10.67,1905.72,1699.1,1521.82,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1196,2021.11.19,5452,12340,11.785,17.924375,6.545625,0,6.366875,9.702666667,77.57625,10.578,1903.27,1695.39,1518.74,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1197,2021.11.22,5369,12362,6.160625,12.096875,2.02,12.11538462,3.63125,7.433333333,63.125,12.964,1899.77,1688.88,1513.22,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1198,2021.11.23,5358,12415,3.028125,5.869375,0.1025,8.7625,4.696875,7.608666667,64.356875,13.27,1898.46,1687.02,1511.62,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1199,2021.11.24,5358,12375,6.53125,11.56875,1.574375,2.416666667,6.065625,9.261333333,62.746875,13.224,1897.32,1685.6,1510.35,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1200,2021.11.25,5328,12892,7.073125,14.179375,3.574375,0.38,7.82875,10.53,60.39375,13.574,1896.09,1684.46,1509.16,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1201,2021.11.26,5272,12913,5.68,11.063125,1.393125,0,8.033125,11.11733333,55.961875,13.374,1894.56,1683.16,1508.23,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1202,2021.11.29,5320,12950,7.616875,14.96625,1.203125,0.7,7.28625,10.08666667,64.6475,14.808,1891.82,1679.52,1504.95,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1203,2021.11.30,5397,12823,7.238125,11.535,2.919375,98.13125,0.37125,1.261333333,80.809375,13.818,1892.07,1678.25,1503.76,3.8,7.6,5.2,1.9,1.2,3,2.4,5.2
1204,2021.12.1,5427,12738,1.589375,4.31125,-1.3925,4.883333333,6.64625,9.496666667,53.255625,16.288,1889.99,1675.88,1501.52,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1205,2021.12.2,5157,12795,2.716875,7.669375,-2.8075,0.98,6.225,9.234,61.99375,19.708,1888.38,1673.98,1499.73,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1206,2021.12.6,5096,12763,6.061875,13.2475,0.428125,0.8,6.838125,9.476,72.64625,44.365,1884.99,1667.87,1493.43,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1207,2021.12.7,4988,12786,6.91625,13.3125,1.934375,11.65,7.816875,9.728666667,71.18,47.2975,1883.22,1664.87,1489.98,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1208,2021.12.8,5051,12767,6.405625,13.189375,1.654375,0,7.93875,10.60066667,73.200625,51.4325,1881.65,1662.05,1486.87,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1209,2021.12.9,5354,12677,6.93875,12.216875,1.878125,0.4,3.136875,6.427333333,75.891875,53.13,1878.97,1659.45,1483.64,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1210,2021.12.10,5426,12657,8.201875,12.59,4.475625,3,3.228571429,5.074,82.711875,50.36,1876.76,1656.65,1480.84,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1211,2021.12.13,5427,12517,-0.951875,4.603125,-4.030625,0,8.44875,10.59533333,45.699375,44.9125,1873.73,1651.59,1475.23,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1212,2021.12.14,5454,12508,3.435,8.66625,-2.608125,2.028571429,5.452666667,8.122857143,62.686875,34.76,1872.38,1649.23,1472.46,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1213,2021.12.15,5454,12459,7.23375,12.7875,2.705,4.14,4.451875,6.752666667,78.49625,30.08,1870.76,1646.71,1469.52,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1214,2021.12.16,5030,10865,6.641875,10.439375,3.615,9.833333333,1.843125,4.89,81.521875,26.4,1869.18,1643.44,1466.11,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1215,2021.12.17,5022,10833,-1.01125,6.635,-6.505,6.928571429,5.991875,8.183333333,52.993125,21.635,1868,1641.08,1463.39,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1216,2021.12.20,5109,10833,5.790625,11.5875,-0.821875,0.1,5.881875,8.272666667,68.533125,23.03,1865.79,1636.81,1458.47,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1217,2021.12.21,5121,10805,6.8125,12.899375,1.73,0,6.759375,8.718666667,69.6975,20.0825,1864.53,1634.46,1455.64,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1218,2021.12.22,5133,10785,3.9425,10.911875,-0.936875,9.5,8.47625,10.65333333,56.3625,26.22,1863.72,1632.31,1453.08,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1219,2021.12.23,5463,11226,3.590625,10.5375,-1.694375,5,8.041875,9.844666667,55.820625,26.29333333,1862.86,1630.71,1451.15,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1220,2021.12.24,5482,11322,2.971875,8.570625,-1.799375,16.88,2.096666667,4.775333333,64.995,25.14333333,1862.83,1629.16,1449.37,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1221,2021.12.27,5451,11313,-3.880625,0.9,-9.934375,1.442857143,6.0575,8.429333333,59.085,27.68,1862,1627.07,1446.92,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1222,2021.12.28,5451,11362,0.57625,5.155,-3.929375,0.3,3.645,6.132,70.05125,25.14333333,1861.44,1626.06,1445.68,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1223,2021.12.29,5436,11312,3.170625,8.295,-1.60625,0.842857143,3.244375,6.542,66.22875,25.08,1861.28,1625.31,1444.7,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1224,2021.12.30,5478,11733,-0.071875,3.386875,-2.779375,7.071428571,6.67875,8.766,51.783125,25.22,1860.68,1624.93,1444,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1225,2021.12.31,5479,11786,-3.25625,0.5325,-6.17875,7.05,7.969375,10.574,43.37625,25.68666667,1859.91,1624.47,1443.58,3.7,7.8,4.7,2,0.9,3.4,2.7,4.6
1228,2022.1.3,5372,11880,-0.413125,5.47375,-6.16625,0.15,8.19,10.84533333,57.579375,52.77,1858.95,1623.03,1441.82,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1229,2022.1.4,5384,11845,0.713125,5.50375,-3.643125,0.6,8.1475,10.664,50.844375,39.37,1858.55,1622.32,1440.91,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1230,2022.1.5,5429,11830,-0.0125,4.358125,-4.745625,13.86,1.488571429,5.174666667,55.71,34.43,1858.76,1621.79,1440.23,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1231,2022.1.6,5466,11943,0.9575,6.548125,-3.44,5,8.555,11.354,51.208125,24.42,1858.55,1621.22,1439.42,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1232,2022.1.7,5442,11910,-0.3225,7.01125,-5.874375,0,8.65625,11.54466667,53.015,22.89,1859.42,1620.98,1439.13,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1235,2022.1.10,5480,11880,2.09125,7.859375,-3.278125,1.6125,5.560625,8.689333333,68.27625,24.23,1860.01,1621.45,1439.54,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1236,2022.1.11,5500,11920,-2.644375,2.52,-6.34625,2.718181818,7.2025,10.14,55.423125,21.46,1861.18,1621.56,1439.59,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1237,2022.1.12,5529,11920,-4.081875,0.63875,-8.54125,4.2,7.955,11.084,50.4625,21.46,1861.28,1622.04,1439.93,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1238,2022.1.13,5447,11887,0,0,0,0,0,0,0,21.95,1862.15,1623.2,1441.22,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1239,2022.1.14,5507,11914,-3.0825,3.04875,-8.360625,1,8.369375,11.91933333,46.353125,21.92,1863.09,1624.78,1442.77,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1242,2022.1.17,5422,12079,-1.87125,2.911875,-6.03,1.222222222,5.5,9.163333333,55.393125,25.06,1865.8,1629.3,1447.28,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1243,2022.1.18,5397,12114,-3.2925,2.1925,-8.004375,2.6,8.945625,12.68466667,44.55,23,1867.75,1631.44,1449.5,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1244,2022.1.19,5398,12255,-2.04625,3.780625,-7.551875,3.82,5.816666667,8.462666667,59.2025,30.52,1869.27,1634.23,1452.22,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1245,2022.1.20,5425,11845,-2.80125,3.49125,-7.770625,6.75,8.611875,12.17066667,59.214375,30.81,1872.99,1637.65,1455.85,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1246,2022.1.21,5430,11780,-1.183125,6.360625,-7.6775,0.2,8.30125,12.41933333,59.30125,30.4,1876.03,1641.46,1459.98,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1249,2022.1.24,5411,11849,4.663125,8.434375,0.43,3.833333333,2.967333333,7.586666667,63.199375,33.73,1880.45,1648.45,1466.92,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1250,2022.1.25,5445,11869,4.06625,6.335625,1.75,2.881818182,0.461818182,3.056666667,75.925625,30.76,1883.09,1650.81,1469.52,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1251,2022.1.26,5415,12022,2.959375,7.48375,-0.43125,0.3,6.954375,10.58133333,61.630625,30.96,1885.18,1653.39,1472.22,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1252,2022.1.27,5384,12670,1.549375,6.97375,-2.456875,0.3,8.235,11.76466667,53.3075,31.37,1888.26,1656.26,1475.31,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1253,2022.1.28,5298,12885,0.27875,5.298125,-3.48625,5,8.395625,13.052,48.1,31.68,1890.44,1659.44,1478.31,3.6,6.3,4.2,2.1,0.9,3.9,3,4.1
1259,2022.2.3,5271,12755,-0.833125,4.068125,-4.765,0.1,9.00125,14.41866667,47.745625,31.25,1899.31,1671.13,1489.71,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1260,2022.2.4,5271,12849,-1.896875,3.0325,-5.615,1.566666667,7.780625,12.56733333,51.198125,57.7,1903.52,1674.67,1493.54,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1263,2022.2.7,5200,12462,-0.970625,3.193125,-5.90125,2.6,4.384375,9.105333333,47.84,65.09,1911.83,1686.54,1505.56,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1264,2022.2.8,5200,12193,0.6325,6.665625,-4.393125,0,8.133125,13.77866667,49.8775,55.66,1915.41,1691.81,1511.18,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1265,2022.2.9,5223,12106,1.775,8.44875,-4.903125,5.55,7.934375,12.68933333,55.114375,49.8,1923.64,1697.01,1516.69,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1266,2022.2.10,5179,11619,3.229375,8.978125,-1.05,7.45,8.850625,14.39266667,51.478125,46.39,1927.57,1700.89,1521.1,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1267,2022.2.11,4956,11480,3.0775,10.348125,-3.425,0.1,9.283125,14.632,52.514375,44.37,1929.34,1704.32,1524.75,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1270,2022.2.14,4974,11281,4.6825,11.0825,-0.176875,4.933333333,5.09375,11.95733333,66.115625,37.57,1934.72,1714.12,1535.33,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1271,2022.2.15,4976,11316,-1.246875,2.799375,-4.876875,0.925,5.96125,11.98866667,54.986875,35.84,1938.18,1718.64,1540.24,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1272,2022.2.16,4984,11328,-4.355,-0.718125,-6.81625,4.5,7.378125,13.57266667,53.55375,37.15,1942.47,1722.69,1545.08,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1273,2022.2.17,5066,11370,-4.675625,0.389375,-8.953125,3.55,9.20625,15.73466667,45.14875,38.47,1944.94,1726.09,1549.04,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1274,2022.2.18,5103,11235,-0.311875,7.150625,-8.240625,5.5,8.71,15.68066667,48.723125,38.7,1948.02,1729.39,1552.79,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1277,2022.2.21,5079,11122,-0.505,5.5525,-6.785625,0.885714286,7.878125,14.09933333,52.226875,42.87,1953.51,1736.48,1560.65,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1278,2022.2.22,5407,10980,-1.454375,2.938125,-5.0825,1.34,9.12625,16.12933333,43.32125,38.09,1955.69,1739.36,1563.99,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1279,2022.2.23,5391,10952,-3.099375,1.928125,-7.085625,2.75,8.4425,15.888,40.12375,37.36,1958.38,1743.05,1568.31,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1280,2022.2.24,5336,10150,-0.965,5.395,-7.689375,0.1,9.46625,16.97933333,45.74375,36.93,1960.22,1746.2,1572.03,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1281,2022.2.25,5392,9899,3.23875,10.053125,-3.938125,0,8.884375,15.80466667,59.4875,35.99,1963.42,1750.84,1577.05,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1284,2022.2.28,5236,9848,6.435,13.42625,-0.766875,0,6.473125,13.306,50.47875,40.73,1970.54,1758.87,1585.96,3.7,1.6,5.2,2.1,0.9,4.3,3.2,4.1
1286,2022.3.2,5222,8952,4.255,10.280625,-1.390625,0.1,10.330625,19.236,53.283125,27.95,1980.57,1767.09,1594.81,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1287,2022.3.3,5337,9363,6.099375,13.035625,-0.23875,0,9.996875,18.36,55.620625,28.31,1987.1,1774.18,1602.22,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1288,2022.3.4,5345,9373,8.300625,15.620625,0.538125,1.2,6.186875,13.932,59.44375,28.64,2001.17,1786.04,1615.37,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1291,2022.3.7,5349,9388,3.78625,10.51,-2.266875,0,8.450625,16.18266667,47.426875,34.34,2033.12,1828.34,1665.13,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1292,2022.3.8,5349,9339,6.12625,13.680625,-0.813125,0.7,9.7325,18.25,52.7025,32.09,2070.15,1860.61,1706.45,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1294,2022.3.10,5251,9654,9.1725,16.895625,1.565,0,8.176875,16.04866667,56.311875,33.75,2121.7,1913.73,1781.84,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1295,2022.3.11,5230,9609,11.69375,18.42875,4.79375,0.2,4.278125,11.77533333,64.678125,34.33,2152.86,1938.97,1818.45,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1298,2022.3.14,5205,9540,0,0,0,0,0,0,0,41.46,2199.38,1988.04,1892.42,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1299,2022.3.15,5187,9403,8.88,15.799375,3.51875,0,9.28,19.48,69.655,38,2215.11,2000.95,1912.14,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1300,2022.3.16,5100,9142,11.174375,19.014375,3.68125,2.1,9.15875,19.186,62.350625,37.26,2220.36,2004.23,1917.89,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1301,2022.3.17,5007,9389,9.591875,12.983125,7.03,29.14375,1.511666667,5.290666667,76.506875,37.27,2220.83,2003.42,1917.35,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1302,2022.3.18,5007,9292,6.9775,9.209375,5.2475,35.96428571,0.724444444,5.536666667,79.008125,37.79,2219.27,2002.56,1917.35,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1305,2022.3.21,5021,9740,6.226875,11.7375,0.46375,15.6,6.76,16.054,57.091875,40.19,2218.15,2002.12,1917.82,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1306,2022.3.22,5029,9852,7.183125,12.91125,2.319375,3.075,9.50375,20.26,54.189375,33.47,2217.07,2001.84,1917.89,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1307,2022.3.23,5016,9945,6.2275,10.6675,2.86625,1.05,2.123333333,10.21266667,64.2875,32.54,2217.07,2001.72,1918.25,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1308,2022.3.24,5060,9758,8.425,14.75125,2.14125,0.4,6.50625,15.82333333,64.753125,32.82,2216.29,2001.81,1918.92,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1309,2022.3.25,5081,9685,12.63625,17.969375,5.643125,53.75625,2.8,10.75533333,72.265,32.71,2214.41,2001.92,1919.65,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1312,2022.3.28,5219,9789,7.690625,14.0175,1.5525,0,9.679375,20.95266667,46.789375,35.96,2212.79,2001.15,1920.44,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1313,2022.3.29,5343,9787,9.8125,17.27,2.128125,0,11.1825,23.52866667,58.2775,33.77,2214.23,2000.45,1920.32,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1314,2022.3.30,5343,9954,12.25,18.50875,5.3025,4.427272727,3.489333333,10.936,76.26875,36.08,2213.16,1999.44,1919.72,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1315,2022.3.31,5388,10909,10.235,13.829375,6.698125,6.166666667,1.814,11.18133333,76.685625,39.39,2212.71,1998.39,1918.84,4.1,0.4,6.9,2,0.6,4.4,3.3,5
1316,2022.4.1,5388,10792,8.559375,14.145,3.811875,1.56,9.38625,21.64533333,60.81,44.05,2211.45,1996.11,1916.89,4.8,1.9,7.8,2,0.7,4.5,3.6,5.7
1319,2022.4.4,5367,10817,10.381875,17.895,3.21,0,11.525625,24.67933333,53.950625,57.06,2202.56,1992.3,1913.19,4.8,1.9,7.8,2,0.7,4.5,3.6,5.7
1320,2022.4.5,5425,10246,11.00375,17.841875,3.4225,0,8.915625,20.09666667,45.04,56.64,2198.4,1990.23,1911.37,4.8,1.9,7.8,2,0.7,4.5,3.6,5.7
1321,2022.4.6,5414,10015,12.428125,19.39125,6.42375,0,10.54625,22.84933333,49.290625,60.59,2198.49,1988.81,1910.43,4.8,1.9,7.8,2,0.7,4.5,3.6,5.7
1322,2022.4.7,5446,9320,12.00375,18.173125,7.033125,4.03,9.0125,22.13,52.864375,63.58,2196.66,1987.04,1909.18,4.8,1.9,7.8,2,0.7,4.5,3.6,5.7
1323,2022.4.8,5468,9320,13.065,20.85875,4.554375,0,11.725625,25.06333333,49.20875,65.73,2195.6,1984.87,1907.86,4.8,1.9,7.8,2,0.7,4.5,3.6,5.7
1326,2022.4.11,5366,9226,18.90125,25.403125,12.815625,2.133333333,9.0875,21.09133333,68.918125,78.24,2193.61,1980.41,1904.54,4.8,1.9,7.8,2,0.7,4.5,3.6,5.7
1327,2022.4.12,5369,9146,19.01,25.6375,13.78625,2.95,8.5225,20.986,76.474375,78.27,2193.28,1976.94,1902.53,4.8,1.9,7.8,2,0.7,4.5,3.6,5.7
1328,2022.4.13,5331,9013,13.1625,17.629375,10.37,46.77857143,2.01125,5.502,83.36375,84.29,2192.16,1974.21,1900.84,4.8,1.9,7.8,2,0.7,4.5,3.6,5.7
1329,2022.4.14,5219,8317,11.4925,14.41125,9.495625,9.523076923,1.832727273,9.439333333,73.03375,89.84,2191,1972.26,1899.67,4.8,1.9,7.8,2,0.7,4.5,3.6,5.7
